orig_url,clean_url,status,original_post_text
https://www.factcrescendo.com/unrelated-images-passed-off-as-the-images-of-the-recent-manipur-landslide/amp/,https://www.factcrescendo.com/unrelated-images-passed-off-as-the-images-of-the-recent-manipur-landslide/,503,
https://www.factcrescendo.com/old-picture-of-sharad-pawar-and-eknath-shinde-viral-as-recent/,https://www.factcrescendo.com/old-picture-of-sharad-pawar-and-eknath-shinde-viral-as-recent/,503,
https://www.factcrescendo.com/clipped-video-of-amit-shah-showing-he-couldnt-answer-a-reporters-question-falsely-shared/amp/,https://www.factcrescendo.com/clipped-video-of-amit-shah-showing-he-couldnt-answer-a-reporters-question-falsely-shared/,503,
https://www.factcrescendo.com/justice-suryakant-and-justice-pardiwala-was-not-having-lunch-with-ndtv-owner-prannoy-roy/amp/,https://www.factcrescendo.com/justice-suryakant-and-justice-pardiwala-was-not-having-lunch-with-ndtv-owner-prannoy-roy/,503,
https://www.factcrescendo.com/clipped-video-of-rahul-gandhis-speech-linked-to-agnipath-protest-viral/amp/,https://www.factcrescendo.com/clipped-video-of-rahul-gandhis-speech-linked-to-agnipath-protest-viral/,503,
https://www.factcrescendo.com/old-video-of-nitish-kumar-calling-bjp-badka-jhootta-party-viral-as-recent/,https://www.factcrescendo.com/old-video-of-nitish-kumar-calling-bjp-badka-jhootta-party-viral-as-recent/,503,
https://www.factcrescendo.com/old-video-of-shivsena-ncp-leaders-fighting-linked-to-maharashtra-political-crisis/,https://www.factcrescendo.com/old-video-of-shivsena-ncp-leaders-fighting-linked-to-maharashtra-political-crisis/,503,
https://www.factcrescendo.com/video-of-police-lathicharge-in-ranchi-viral-as-lathicharge-in-prayagraj-against-agnipath-protesters/amp/,https://www.factcrescendo.com/video-of-police-lathicharge-in-ranchi-viral-as-lathicharge-in-prayagraj-against-agnipath-protesters/,503,
https://www.factcrescendo.com/old-video-of-azam-khan-saying-that-ram-krishna-are-his-ideals-viral/,https://www.factcrescendo.com/old-video-of-azam-khan-saying-that-ram-krishna-are-his-ideals-viral/,200,
https://www.factcrescendo.com/scripted-video-about-groom-beaten-for-asking-dowry-goes-viral-as-real-incident/,https://www.factcrescendo.com/scripted-video-about-groom-beaten-for-asking-dowry-goes-viral-as-real-incident/,200,
https://www.factcrescendo.com/pm-modi-was-not-ignored-by-joe-biden-in-quad-leaders-meet/,https://www.factcrescendo.com/pm-modi-was-not-ignored-by-joe-biden-in-quad-leaders-meet/,200,
https://www.factcrescendo.com/old-video-of-sonia-gandhi-saying-she-not-afraid-of-anyone-resurface-with-missing-context/amp/,https://www.factcrescendo.com/old-video-of-sonia-gandhi-saying-she-not-afraid-of-anyone-resurface-with-missing-context/,200,
https://www.factcrescendo.com/false-news-about-gold-chariot-washed-on-the-shores-of-srikakulam-viral-on-the-internet/,https://www.factcrescendo.com/false-news-about-gold-chariot-washed-on-the-shores-of-srikakulam-viral-on-the-internet/,200,
https://www.factcrescendo.com/muslims-are-not-fighting-for-food-after-their-ramzan-fast/,https://www.factcrescendo.com/muslims-are-not-fighting-for-food-after-their-ramzan-fast/,200,
